class_id,text
2,Y wasnt this shown at frist oh Afghanistan give me a break.this fake
0,They don't deserve  a President like President Bidon. They deserve a coward  who can brainwash them.
0,"Jihad defends trump,death in the republicans"
2,It was a disgrace seeing our so called fellow Americans act like that on our Capital!!
2,"The government PAID for this? What I mean is 1+1= priceless.... the life insurance, mortgage, student loans, car titles all in rogue languages now but rainfall grows green money? Mirror images 😶😒"
2,"They so should have opened up with machine guns, they needed to wipe out everyone of these sick, seditious fools."
1,Trivial  in relations to the BLM-ANTIFA  summer of Nation Wide Insurrection
1,"Afghanistan: Biden abandoned Americans and our helpers to their fate at the hands of the Taliban. Get people out before drawing down our troops?---nah. Give allies Britain, France, & Germany some advance-notice that we will be abruptly abandoning them too?---Nah.

INCOMPETENCE on a breathtaking scale. Perhaps our worst foreign policy debacle ever. And to further exhibit his senility, Biden now excitedly CONGRATULATES himself about Afghanistan---how's THAT for irony? 🙄😁"
2,"Ah, so, when will this misinformation be taken down? The FBI has already made a ruling on this."
2,"Also, MSNBC can freely show the video of the gun being fired and killing someone, and YT doesnt take it down, while if anyone else who isnt a large news network showed such a clip, it gets removed for violating YT's guidelines.

I can only assume that this is because A) they are MSNBC, thus they are held to different standards and rules, and B) YT actually agrees with the political message and tone, thus they allow MSNBC's coverage to run unchecked.

And this is why people hate you and want to cause violence."
2,"I love the completely "" _unbiased take_ "" of MSNBC.
This is absolute gold anyway, I wish they had succeeded. You know, buildings can actually be burned and be brought into the ground, just saying...."
1,"So bad that people were stuck inside their homes that were set on fire by people? So bad that business buildings burned? So bad that historic statues were damaged? Buildings, cars and more were vandalized? People by themselves were beaten in the streets? Nah. At least on Jan 6, the people peacefully appeared, to the location of the source of our problems. I do not support violence, vandalism or any of that, but It was Antifa and BLM that screwed it up again in this case. Made it look bad for the innocent. Not regular ordinary citizens defending their rights. Enough of Jan 6, Solve 2020 Riots first!
United We Stand, Divided We Fall! This Government has done an excellent job dividing people for their own selfish goals!"
1,"🇺🇸AMERICA AND FELLOW PATRIOTS🇺🇸 Stand for those who protect our constitution and our freedom! Too many have lost their lives defending us from foreign enemies and communist/ socialist agendas. We will never allow American soldiers to die in vein. This is the USAs future, the future our kids and grand kids. Heros have died for our constitution and our freedom,  NOW IT IS UP TO US TO MAINTAIN THAT FREEDOM! Dig up strength from deep within yourselves. These radical leftists and anti Americans (who have fallen victim to the media) will never get the best of us or our country. If anyone doesn't like it here then they can move out of the USA. PERIOD. As we already know history repeats itself.  We have already won this same war many times over. Now we just gotta do it again. Have faith and stay strong! 🇺🇸"
2,"LOL, The US Capital building was taken over with flag poles & fire extinguishers....... Bahahahahahahhahhah"
2,"knock knock its August 27, 2022. joe biden has been the president 8 months.
hows that withdrawal from afghanistan going? american death toll 13 so far, come back here in a year or three."
0,"Be honest. Had this been a black lives matter protest, there would have been hundreds dead. Discrimination. Starting to see things differently since I married an ethnic girl."
0,Trump needs to go to prison for everything he has done. He keeps getting away with things that anybody else would be charged.  He is not a nice person on so many levels. I watched the video of more footage of the riot and I'm still in shock with what I saw. This riot was way worse than I thought
2,FBI says different.
0,Every Republican in office sould have to sit and watch the Capitol attack on large screen with high volume.  Lets see them talk about it being like a tourist visit then.
2,"In this age of LED lighting, why modern media companies still use gaslighting is a total mystery."
1,You want to see insurrection  look at Afghanistan! That is insurrection  idiots!
2,"On the heels of FBI announcing this was NOT an insurrection & that there was no central or organized plan to 'attack' the capital (without firearms or any weapons for that matter), this didn't age well. 😆

Maybe it was the prayer meeting they held on the Senate floor that has their panties on a bunch. 🤷🏻‍♀️"
1,Signet was killed because he wouldn’t go along with a plan to stage a coup and blame it on Trump
1,But Ben Ghazi was orchestrated by Hillary Clinton to take out her enemies
1,Beautiful peaceful protest. God bless Ashley Babbitt.
