class_id,text
1,But the king lib Obama never even tried. Lib destroying America mentality
0,"Had me up to the sci-fi/fantasy comment which was a total fail. Some of the best of that genre is written by female authors. Robin Hobb, Marion Zimmerman Bradley, Melanie Rawn, etc"
1,"I noticed many of the reviews are attacking kelly personally and ignoring the book completely for some reason... I can't imagine who would have so much extra time to do that... Cry baby, conservative social justice warriors probably... I like Trump but some people are dumb."
1,"LOL! Yup, run and see her before she heads to prison!"
0,Please get rid of Shill Smith. I refuse to watch him.
1,"Here's a fact.  Hillary never would have Chelsea in her place, it would have been another qualified cabinet member!  But go ahead and keep whining, man-child."
1,"Oh no! Bless their hearts and souls! My condolences to their families, and all the Americans who mourn with you. May the healing hands of God be upon all their loved ones. RIP🙏"
0,Adios Sweden
1,I didn't even read the story or headline.. I'm just sick of seeing their faces on my news feed.  Please stop.  Please stop making them relevant.  They're pompous children and don't deserve attention let alone a morning show.   I would greatly appreciate if you stop making me look at them every day.. thanks..
1,If there had been an officer at the entry that day...He would have never entered the doorway...stricter security in soft places  advertising ...no gun zone
0,"Look, little Donny is in his safe space."
1,"The law that restricted known mentally ill people from possessing guns, has been, ""Trumped."""
1,They are typical hood rats lolol  they never leave their hood (thank goodness) and hate anyone who isn't fro their hood lolol both will end up on parole or constant probation DUMBASSES
1,"It's GEORGIA people, the majority of the south are Republicans"
1,"Please tell me no one is surprised by this. This is the same Intel committee  at which  one witnesses (Flynn) took the  5th and other, Trump's own lawyer,  simply blew it off to which there have been no consequences. On what planet where law and order and democracy matter is that considered normal? Are the Republicans really interested in exposing corruption, or just worried their witness may have something compromising and so try to fish it out of them under the pretense of a hearing? My guess; they're on a fishing expedition to beat Mueller to the goods. This is how corrupt they have become: willing to undermine an investigation into a U.S. election sabotaged by a foreign power in order to maintain an installed puppet president."
0,"I'm sending my three years old grandson to work with my chainsaw, way to go Hump"
1,"The fact that Comey said ""He leaked the memo in order to trigger them appointing an Independent Council"" and considering he knew Trump was not under investigation and Trump basically told him if he knew there were bad apples so to speak in his admin to get them out.

Why did nobody that knew Trump was not under investigation tell it to the media?
Best kept secret in the government, FBI and DOJ.

And you wonder why Trump is asking for loyalty as everyone and their dog is trying to screw him over.

Also the law professor from Columbia is a ""LAW Proffessor, and had to have know what he was doing was illegal? SMH.

Whisky Tango Foxtrot is putting it mild. Are there any sane people left in Washington."
1,You mean Global Embarrassment....
0,A recent study shows that people who type in all caps have low self esteem.... true story
0,What an egg
1,"THIS WEBSITE SHOWS TRUMP IS CORRECT; OR COULD THIS BE ""FAKE NEWS""???... https://pbs.twimg.com/media/C6P16N6VAAAuCZa.jpg:large"
0,"Insurance, or food and rent?"
1,Liberals SUCK. I've never disliked a group of people before but this group has done nothing positive or productive or shown anything but hate and anger. They all need to meet their maker sooner than later.
0,RETARDED
1,"From the article: ""The San Francisco tech incubator Y Combinator began rolling out a UBI pilot project in Oakland early last year and is now giving 100 local families around $1,500 a month, no strings attached."""
0,Paso Robles 108°.
