class_id,text
0,The best player in the world https://shrinke.me/cIqM1ih
0,this shit funny as hell
0,🙏🏿
0,payed Kawhi a big bag!
0,beginning look alot like the anaconda music video 🤣🤣
0,Someone help me out here. What's that smooth groove sample playing at 3:10ish?
0,certified L boy xd lol
0,Drake was the feature in his own album. This is a Future song.
0,Drambo 😭😭
0,Kanye won
0,Stupidest song this year yo 😩🤣
0,Other than drake this song is trash the off beat shit doesnt do it for me....no idea what young thug even says.
0,"Director : what kind of reference you have in mind? 
Drake : YES"
0,Zzzzzz
0,Bad song
0,I'm happy
0,Drake has to do a young dolph song 🔥
0,https://youtube.com/shorts/q3pbROw1iKw?feature=share
0,https://youtube.com/shorts/q3pbROw1iKw?feature=share
0,🤞🏽
0,https://youtube.com/shorts/q3pbROw1iKw?feature=share
0,🧔🏽‍♂️What a fuck
0,This... song... is... LAAAAME!
0,who got dj Khaled in the music video 0:50
0,holy shit this is cringe
0,Not even satan likes this shit 😂🤢
0,"DRAMBO Lmfao 😂😂💀
This shit is fire 🔥🔥🔥"
0,that axe cutting by young thug is phenomenal
0,Want to hear some music tired nasty video vixens disgusting
0,This video/song is just trash...
0,Everybody sounds alike to sexy to listen to stupid music go ahead come back later
0,Only thing I really appreciate about drake is that he’s got a sense of humor
0,Classic video….🤣🤣🤣
0,future carried this song
0,"This is exactly why you need to go and stream #DONDA 
Wtf was this?"
0,!!!!!Drake and Future are not to sexy for the Trap the 85 South Show go to the trap to chill wit the crew!!!
0,I can't believe Y'all are putting this video against Kanye this is stupid
0,Drake playing hard with us🤣🤣
0,Drambo 😂💀
0,Is That The DaBABY
0,LOVE IT ALREADY. Lol
0,Who said this wasn’t a hit again??!???
0,How i feel
0,The real 3headedgoat!
0,Funny af....No 🧢
0,CLB mid and this song straight 🗑🤢🤮
0,Drake is comedy gold and makes the funnest tracks ever!!!
0,"""Congratulations also to the editor of this video* ¬"
0,Lowkey hard
0,Og dance😂
0,future carried this bih cuhh
0,These variants of drake are too funny
0,This every dude new wine song
0,Does anybody know what sample is being used? I feel like I've been listening to a lot of oldies as of late because I know what's being done with it on this one. Sorry I could be wrong.
0,That Prince reference tho
0,Thugger forgot the routine 😭
0,😂😂😂
0,No drake didn’t. This dude definitely a goat 🐐
0,"""repeat viewing may lead to pregnancy"" 
Hope not 😉"
0,I just wanna know who’s yellow 850 that was 😩
0,Drake once again just reminding us he’s untouchable and nobody can pull this off except him lol
0,This the only nigga I know who make a music video and promote his own cologne in it🤦🏽‍♂️😂😂
0,I can’t believe they made Kawhi dance😂
0,"Wtf is this shit, it's like he is parodying himself lmfao"
0,So cool🔥🔥😂. I wish Gunna was here💯
0,Drambo😹😹😹
0,Fam i swear that's the GTA 5 beach he's at😭🔥
0,"This song is a vibe, reminds me of when lollipop dropped it was a vibe....."
0,Holy Crap!!! Can you say One Punch Man?? this is a hilarious parody of a whole genre!
0,no hate but We all know who this album was for...LoL  At all these Hamburger muscle Beta's
0,"Drake as, “Drambo”. 😂 That look he gave at 1:50. 💀"
0,People dont know what to like or what to enjoy anymore.
0,Ft. Prince charming
0,trash whole clb
0,this man can be such jokes
0,Dope video. Garbage song.
0,Drake actin a lil too Lightskin
0,New rapper the scare to collaborate with the goat Eminem
0,This video reminds me so much of the Energy music video.
0,"Musso-Ich würd gern
https://youtu.be/gBlNIFAipZg🎵🎶🎧"
0,♏♏♏❤
0,"That flow on the last verse is terrible, wtf.. 😳 who is he??"
0,💪🏽💪🏽🔥🔥🔥🔥💪🏽😁🔥🔥💯
0,"Drake's Spray Bottle by Drake ""Awesome Sexy"" ❤💯💯💯💯😍👅💣💥👌🏾"
0,✌💪😲
0,They symbolism is everywhere and you’re too blind too see it.
0,BBL drake 😍🥰🥰😍
0,How did he get Kawhi to dance? 🤣🤣🤣
0,1:02 what’s her @
0,I can’t with y’all anymore 😂
0,It’s Michael Jackson dance for me 😂
0,lit shit
0,grrrrrrrrrrrr drake sexy
0,Where the vibe!? Where melody !?
0,Rap is dope. Take another guy's song. Add a drum track. Yammer on top. You've got a hit.
0,Whole video wack..
0,hfgh
0,New York or japan
0,"I have been feeling so depressed, this song popped up, I needed that.. Thank you Father, protect and comfort us all!!!"
0,I need this at my funeral
0,ill be th firs to say fuck cudi for being on drake album his true day one no whats up FUCK CUDI
0,boring song
0,Gives me ghost town and kids see ghost vibes
0,"Just listening and crying to this masterpiece. This is the perfect song when your life is going nowhere. Keep your heads up guys,everything is going to be great at the end."
0,🌑
0,I am in 2022 and this song still slaps everytime!!
0,garbage so abd want to kill meyself listening to this kanye why did u drop this album DRAKE DRIZZY ROCKS YAYAYA GODS PLAN ALLAHUKBAR ALL THE WAY KANYE HAS CANCER!
0,shi gave me goosebumps for like 5 mins
0,thank you kanye ❤️
0,I wanna goto thhee moooon 🌙
0,My body just ascended when I heard the first note
0,I know everyone listening to Donda just casually levitates
0,Floating in bed to this last night
0,Came here because of sinatraa
0,this song hurts so good man
0,Absolute love
